t,motion_raw,motion_smooth,is_boundary
3877,0.024249,0.026053,0
3878,0.024433,0.026078,0
3879,0.024489,0.026082,0
3880,0.034264,0.026021,0
3881,0.024915,0.026136,0
3882,0.025006,0.026124,0
3883,0.026514,0.025557,0
3884,0.024310,0.025644,0
3885,0.024074,0.025643,0
3886,0.024108,0.025642,0
3887,0.033984,0.025379,0
3888,0.023949,0.025533,0
3889,0.024080,0.025620,0
3890,0.024152,0.025694,0
3891,0.026947,0.025385,0
3892,0.024109,0.025549,0
3893,0.024163,0.025624,0
3894,0.024138,0.025659,0
3895,0.025050,0.025607,0
3896,0.023252,0.026090,0
3897,0.023112,0.026189,0
3898,0.035764,0.026129,0
3899,0.024728,0.026327,0
3900,0.025383,0.026399,0
3901,0.025353,0.026417,0
3902,0.031508,0.026343,0
3903,0.025442,0.026876,0
3904,0.025244,0.026955,0
3905,0.025250,0.026990,0
3906,0.034332,0.026776,0
3907,0.025234,0.026979,0
3908,0.025172,0.027007,0
3909,0.025238,0.026995,0
3910,0.026380,0.026779,0
3911,0.026197,0.026758,0
3912,0.025853,0.026603,0
3913,0.029315,0.026129,0
3914,0.025848,0.026629,0
3915,0.025876,0.026623,0
3916,0.025969,0.026604,0
3917,0.027313,0.026523,0
3918,0.025640,0.026813,0
3919,0.025641,0.026809,0
3920,0.025839,0.026756,0
3921,0.031038,0.026347,0
3922,0.025595,0.026832,0
3923,0.025810,0.026903,0
3924,0.025710,0.026932,0
3925,0.029438,0.026763,0
3926,0.026027,0.026844,0
3927,0.025880,0.026903,0
3928,0.031775,0.026823,0
3929,0.025781,0.027033,0
3930,0.025901,0.027078,0
3931,0.026001,0.027097,0
3932,0.026614,0.026848,0
3933,0.025386,0.026979,0
3934,0.025544,0.027003,0
3935,0.025539,0.026984,0
3936,0.033259,0.026809,0
3937,0.025776,0.027115,0
3938,0.025907,0.027119,0
3939,0.025975,0.027095,0
3940,0.030010,0.026861,0
3941,0.026099,0.026992,0
3942,0.025897,0.026949,0
3943,0.028192,0.026808,0
3944,0.026004,0.027047,0
3945,0.025854,0.027007,0
3946,0.025817,0.026948,0
3947,0.031724,0.026861,0
3948,0.025714,0.026814,0
3949,0.025714,0.026684,0
3950,0.025755,0.026526,0
3951,0.028882,0.025947,0
3952,0.024598,0.026243,0
3953,0.025161,0.026227,0
3954,0.025042,0.026206,0
3955,0.028964,0.026145,0
3956,0.025558,0.026346,0
3957,0.025603,0.026382,0
3958,0.027070,0.026220,0
3959,0.025702,0.026349,0
3960,0.025844,0.026387,0
3961,0.025855,0.026414,0
3962,0.026102,0.026395,0
3963,0.025551,0.026819,0
3964,0.025506,0.026968,0
3965,0.025511,0.027089,0
3966,0.034968,0.027037,0
3967,0.026867,0.027370,0
3968,0.026735,0.027459,0
3969,0.026660,0.027531,0
3970,0.027406,0.027575,0
3971,0.026502,0.027807,0
3972,0.026340,0.027842,0
3973,0.030529,0.027664,0
3974,0.027689,0.027751,0
3975,0.027723,0.027725,0
3976,0.027759,0.027660,0
3977,0.028762,0.027472,0
3978,0.026325,0.027352,0
3979,0.026385,0.027134,0
3980,0.026420,0.026861,0
3981,0.030071,0.026347,0
3982,0.025703,0.026569,0
3983,0.025967,0.026447,0
3984,0.025893,0.026257,0
3985,0.025275,0.025860,0
3986,0.024700,0.025790,0
3987,0.024748,0.025652,0
3988,0.028731,0.025363,0
3989,0.024473,0.025485,0
3990,0.024478,0.025489,0
3991,0.024328,0.025491,0
3992,0.026028,0.025450,0
3993,0.024097,0.025545,0
3994,0.024486,0.025520,0
3995,0.024487,0.025486,0
3996,0.029097,0.025167,0
3997,0.024656,0.025431,0
3998,0.024440,0.025513,0
3999,0.025373,0.025583,0
4000,0.030115,0.025483,0
4001,0.024679,0.025495,0
4002,0.024871,0.025456,0
4003,0.027882,0.025158,0
4004,0.024225,0.025439,0
4005,0.024165,0.025494,0
4006,0.024174,0.025510,0
4007,0.025324,0.025181,0
4008,0.023960,0.025279,0
4009,0.024036,0.025251,0
4010,0.024021,0.025206,0
4011,0.030793,0.024817,0
4012,0.023857,0.025055,0
4013,0.023444,0.025092,0
4014,0.023466,0.025082,0
4015,0.027066,0.024751,0
4016,0.024361,0.025059,0
4017,0.024423,0.025133,0
4018,0.030233,0.024695,0
4019,0.023167,0.025188,0
4020,0.023293,0.025474,0
4021,0.023209,0.025696,0
4022,0.030342,0.023842,0
4023,0.023779,0.024693,0
4024,0.023832,0.025393,0
4025,0.023736,0.026011,0
4026,0.031192,0.024609,0
4027,0.024093,0.026101,0
4028,0.023770,0.027190,0
4029,0.023770,0.028129,0
4030,0.031943,0.024107,0
4031,0.025339,0.026745,0
4032,0.025336,0.029013,0
4033,0.037751,0.025686,0
4034,0.023462,0.029662,0
4035,0.023461,0.032962,0
4036,0.023551,0.035878,0
4037,0.072794,0.037090,0
4038,0.024757,0.040145,0
4039,0.024913,0.042512,0
4040,0.024926,0.044462,0
4041,0.071995,0.038411,0
4042,0.025548,0.042581,0
4043,0.025443,0.045888,0
4044,0.025469,0.048601,0
4045,0.143077,0.043508,0
4046,0.024539,0.048167,0
4047,0.024691,0.051793,0
4048,0.154984,0.047870,0
4049,0.025561,0.053090,0
4050,0.025652,0.056812,0
4051,0.025824,0.059588,0
4052,0.057902,0.052714,0
4053,0.024944,0.059577,0
4054,0.024993,0.063360,0
4055,0.025026,0.066045,0
4056,0.209578,0.054779,0
4057,0.026625,0.062451,0
4058,0.026606,0.066868,0
4059,0.026606,0.069937,0
4060,0.202566,0.056660,0
4061,0.024921,0.069152,0
4062,0.024987,0.075151,0
4063,0.190438,0.067233,0
4064,0.025540,0.081725,0
4065,0.025057,0.089141,0
4066,0.025146,0.094779,0
4067,0.237385,0.086457,0
4068,0.023681,0.094711,0
4069,0.023635,0.099568,0
4070,0.023532,0.102385,0
4071,0.336359,0.087890,0
4072,0.024869,0.102524,0
4073,0.024991,0.107456,0
4074,0.024970,0.110193,0
4075,0.390424,0.089668,0
4076,0.023068,0.105505,0
4077,0.022865,0.111510,0
4078,0.322182,0.102163,0
4079,0.023509,0.117064,0
4080,0.023119,0.122502,0
4081,0.023136,0.125222,0
4082,0.320092,0.109022,0
4083,0.023548,0.124218,0
4084,0.023519,0.127739,0
4085,0.023461,0.128351,0
4086,0.395444,0.100616,0
4087,0.024068,0.122203,0
4088,0.023979,0.127817,0
4089,0.023973,0.130258,0
4090,0.537189,0.101033,0
4091,0.024632,0.127953,0
4092,0.024514,0.136279,0
4093,0.336550,0.108875,0
4094,0.024011,0.138707,0
4095,0.024083,0.152218,0
4096,0.024169,0.161656,0
4097,0.419515,0.136377,0
4098,0.023734,0.165381,0
4099,0.023665,0.177755,0
4100,0.023702,0.185662,0
4101,0.643220,0.155783,0
4102,0.024592,0.187812,0
4103,0.024636,0.199660,0
4104,0.024541,0.206561,0
4105,0.718334,0.167059,0
4106,0.026057,0.208012,0
4107,0.025846,0.222480,0
4108,0.809937,0.184399,0
4109,0.023377,0.222490,0
4110,0.023554,0.241451,0
4111,0.023596,0.254133,0
4112,0.770416,0.215527,0
4113,0.026521,0.254109,0
4114,0.026336,0.269450,0
4115,0.026303,0.277796,1
4116,0.837658,0.232608,0
4117,0.024513,0.278696,0
4118,0.024409,0.291905,0
4119,0.024419,0.297617,0
4120,1.034277,0.248692,0
4121,0.024028,0.295573,0
4122,0.024014,0.306097,0
4123,1.171303,0.260305,0
4124,0.024289,0.316733,0
4125,0.024506,0.332506,0
4126,0.024408,0.339897,0
4127,1.120598,0.296391,0
4128,0.025140,0.344576,0
4129,0.025164,0.353588,0
4130,0.025095,0.353947,1
4131,1.158691,0.313266,0
4132,0.025879,0.353890,0
4133,0.025609,0.352513,0
4134,0.025607,0.342495,0
4135,1.173645,0.292861,0
4136,0.026037,0.333909,0
4137,0.026129,0.325107,0
4138,1.204363,0.275572,0
4139,0.025547,0.326630,0
4140,0.025119,0.322588,0
4141,0.025199,0.310541,0
4142,1.060707,0.257437,0
4143,0.024857,0.303267,1
4144,0.024648,0.296410,0
4145,0.024675,0.281861,0
4146,0.813759,0.230495,0
4147,0.025843,0.275311,0
4148,0.025581,0.266355,0
4149,0.025636,0.250093,0
4150,0.780260,0.204803,0
4151,0.026066,0.246834,0
4152,0.025933,0.235091,0
4153,0.813849,0.196444,0
4154,0.026181,0.245493,0
4155,0.025979,0.240163,0
4156,0.025896,0.228835,0
4157,0.830472,0.187392,0
4158,0.027314,0.231429,0
4159,0.027694,0.227415,0
4160,0.027680,0.217854,0
4161,0.736891,0.175429,0
4162,0.026264,0.209324,0
4163,0.025828,0.205480,0
4164,0.025883,0.196217,0
4165,0.555290,0.152105,0
4166,0.026171,0.185355,0
4167,0.026220,0.182309,0
4168,0.519536,0.148755,0
4169,0.025653,0.188611,0
4170,0.025732,0.190965,0
4171,0.025608,0.188120,0
4172,0.613391,0.162129,0
4173,0.026278,0.201010,0
4174,0.026143,0.202112,0
4175,0.026160,0.198417,0
4176,0.691814,0.172939,0
4177,0.026016,0.205902,0
4178,0.025808,0.205182,0
4179,0.025855,0.199928,0
4180,0.743049,0.169703,0
4181,0.025929,0.192780,0
4182,0.025276,0.189669,0
4183,0.637360,0.159427,0
4184,0.025815,0.183366,0
4185,0.025389,0.182533,0
4186,0.025428,0.177184,0
4187,0.462696,0.140330,0
4188,0.024112,0.168876,0
4189,0.023868,0.168748,0
4190,0.023952,0.164053,0
4191,0.437498,0.126834,0
4192,0.024765,0.160853,0
4193,0.024784,0.162915,0
4194,0.024849,0.160351,0
4195,0.523289,0.128378,0
4196,0.024698,0.166126,0
4197,0.024488,0.169919,0
4198,0.576350,0.151768,0
4199,0.026432,0.187443,0
4200,0.026052,0.193720,0
4201,0.026115,0.195659,0
4202,0.683331,0.178396,0
4203,0.027239,0.201921,0
4204,0.027416,0.203160,0
4205,0.027387,0.200098,0
4206,0.708418,0.177835,0
4207,0.025104,0.194977,0
4208,0.025195,0.190954,0
4209,0.025188,0.182723,0
4210,0.629082,0.157117,0
4211,0.025090,0.173479,0
4212,0.025366,0.165307,0
4213,0.449434,0.141944,0
4214,0.025805,0.160933,0
4215,0.025537,0.153614,0
4216,0.025723,0.142548,0
4217,0.388481,0.121136,0
4218,0.023804,0.142215,0
4219,0.023696,0.133177,0
4220,0.023734,0.120965,0
4221,0.387112,0.098991,0
4222,0.024104,0.121406,0
4223,0.024162,0.113095,0
4224,0.024008,0.102096,0
4225,0.344569,0.082955,0
4226,0.022906,0.102816,0
4227,0.023160,0.095644,0
4228,0.294287,0.081391,0
4229,0.023450,0.095655,0
4230,0.023498,0.090640,0
4231,0.023487,0.083717,0
4232,0.184720,0.070372,0
4233,0.024724,0.081847,0
4234,0.024602,0.076705,0
4235,0.024570,0.069891,0
4236,0.184851,0.060306,0
4237,0.024547,0.071187,0
4238,0.024245,0.065863,0
4239,0.024358,0.059234,0
4240,0.157304,0.051111,0
4241,0.023914,0.060087,0
4242,0.024412,0.054850,0
4243,0.143547,0.048527,0
4244,0.023867,0.056716,0
4245,0.023714,0.053057,0
4246,0.023730,0.048665,0
4247,0.134262,0.043331,0
4248,0.024440,0.046767,0
4249,0.024220,0.043023,0
4250,0.024465,0.038708,0
4251,0.051721,0.033670,0
4252,0.024753,0.037400,0
4253,0.024640,0.034136,0
4254,0.024634,0.030435,0
4255,0.028965,0.026021,0
4256,0.025047,0.029122,0
4257,0.025138,0.026443,0
4258,0.027498,0.023007,0
4259,0.025119,0.026650,0
4260,0.025129,0.025200,0
4261,0.025270,0.023565,0
4262,0.030486,0.021690,0
4263,0.023753,0.025989,0
4264,0.024558,0.025723,0
4265,0.024578,0.025387,0
4266,0.028368,0.025023,0
4267,0.023821,0.026103,0
4268,0.023661,0.026058,0
4269,0.023639,0.025991,0
4270,0.030775,0.025921,0
4271,0.023706,0.026059,0
4272,0.023755,0.026015,0
4273,0.035570,0.025638,0
4274,0.024866,0.025791,0
4275,0.024999,0.025837,0
4276,0.025063,0.025862,0
4277,0.026624,0.025892,0
4278,0.025187,0.026174,0
4279,0.025229,0.026140,0
4280,0.025235,0.026112,0
4281,0.024809,0.026063,0
4282,0.025722,0.026188,0
4283,0.025723,0.026088,0
4284,0.025646,0.025945,0
4285,0.025121,0.025681,0
4286,0.025263,0.025868,0
4287,0.025285,0.025730,0
4288,0.033064,0.025352,0
4289,0.025732,0.025910,0
4290,0.025534,0.026000,0
4291,0.025521,0.026072,0
4292,0.025078,0.025791,0
4293,0.025508,0.026034,0
4294,0.025555,0.026190,0
4295,0.025545,0.026313,0
4296,0.025403,0.026280,0
4297,0.025665,0.026368,0
4298,0.025706,0.026462,0
4299,0.025662,0.026525,0
4300,0.027550,0.026334,0
4301,0.026006,0.026363,0
4302,0.025976,0.026366,0
4303,0.030998,0.026018,0
4304,0.025346,0.026481,0
4305,0.025383,0.026601,0
4306,0.025368,0.026689,0
4307,0.033443,0.026514,0
4308,0.025118,0.026642,0
4309,0.025019,0.026751,0
4310,0.025017,0.026823,0
4311,0.028012,0.026762,0
4312,0.024742,0.026795,0
4313,0.024707,0.026790,0
4314,0.024684,0.026748,0
4315,0.029990,0.026530,0
4316,0.025020,0.026517,0
4317,0.024864,0.026419,0
4318,0.032456,0.026116,0
4319,0.025242,0.026329,0
4320,0.025602,0.026296,0
4321,0.025630,0.026240,0
4322,0.031444,0.025977,0
4323,0.024975,0.026427,0
4324,0.024889,0.026500,0
4325,0.024884,0.026524,0
4326,0.027160,0.026299,0
4327,0.024549,0.026490,0
4328,0.024685,0.026495,0
4329,0.024665,0.026448,0
4330,0.027936,0.026374,0
4331,0.025779,0.026517,0
4332,0.025915,0.026419,0
4333,0.030483,0.025471,0
4334,0.026122,0.025929,0
4335,0.025927,0.026096,0
4336,0.025937,0.026247,0
4337,0.030323,0.025808,0
4338,0.025069,0.026416,0
4339,0.024976,0.026708,0
4340,0.025024,0.026952,0
4341,0.030069,0.027117,0
4342,0.024886,0.027362,0
4343,0.024921,0.027472,0
4344,0.024922,0.027537,0
4345,0.024332,0.027405,0
4346,0.024920,0.027564,0
4347,0.024862,0.027603,0
4348,0.044339,0.027520,0
4349,0.026494,0.027885,0
4350,0.025749,0.028029,0
4351,0.025720,0.028124,0
4352,0.039349,0.028256,0
4353,0.025956,0.028522,0
4354,0.026057,0.028512,0
4355,0.025965,0.028426,0
4356,0.026669,0.028178,0
4357,0.026837,0.028290,0
